,index,client_id,num_dist_account,choice_type,expenditure_type,income_type,account_transfer_operation,card_operation,choice_operation,deposit_operation,operation_unknown,transfer_from_account_operation
92,92,105,1,0.0,185048.4,202594.6,123310.0,0.0,61738.4,600.0,3518.6,198476.0
93,93,106,1,0.0,370078.2,444791.7,0.0,72600.0,297478.2,431946.0,12845.7,0.0
94,94,107,1,0.0,87006.0,106869.40000000001,34170.0,0.0,52836.0,600.0,1299.4,104970.0
95,95,108,1,0.0,123141.2,152312.6,67473.0,0.0,55668.2,300.0,2126.6,149886.0
96,96,109,1,0.0,459706.8,496062.2,262352.0,0.0,197354.8,491332.0,4730.2,0.0
97,97,110,1,184857.0,1065842.4,1285255.7,88442.4,7500.0,1154757.0,1278771.0,6484.7,0.0
98,98,112,2,0.0,429492.8,548726.7,0.0,2200.0,427292.8,536043.0,12683.7,0.0
99,99,113,1,0.0,173761.6,200856.7,76232.0,0.0,97529.6,600.0,2538.7,197718.0
100,100,114,1,0.0,686681.4,736250.3,102811.0,0.0,583870.4,731983.5,4266.8,0.0
101,101,115,1,0.0,16400.0,37600.0,0.0,0.0,16400.0,37600.0,0.0,0.0
102,102,116,2,193603.0,589249.2,884646.0,0.0,0.0,782852.2,185697.0,10611.0,688338.0
103,103,117,1,83800.0,983977.4,1122655.4,352354.0,0.0,715423.4,900.0,5647.4,1116108.0
104,104,118,1,0.0,303439.0,325683.4,121770.0,0.0,181669.0,900.0,5933.4,318850.0
105,105,119,1,0.0,102304.0,125076.9,47712.0,0.0,54592.0,500.0,1476.9,123100.0
106,106,120,1,154750.0,569642.4,808867.2,0.0,5600.0,718792.4,804595.0,4272.2,0.0
107,107,121,1,0.0,298132.60000000003,360546.5,154080.0,0.0,144052.6,354194.0,6352.5,0.0
108,108,122,1,0.0,370728.4,409542.8,225557.0,0.0,145171.4,500.0,6098.8,402944.0
109,109,123,1,0.0,206792.6,233999.1,141032.0,0.0,65760.6,500.0,4611.1,228888.0
110,110,124,1,0.0,34496.0,88417.9,0.0,0.0,34496.0,86503.0,1914.9,0.0
111,111,125,1,0.0,262313.2,282080.8,0.0,0.0,262313.2,274893.0,7187.8,0.0
112,112,126,1,0.0,349121.4,373456.0,184740.0,0.0,164381.4,368620.5,4835.5,0.0
113,113,127,1,0.0,191426.2,210060.4,95732.0,0.0,95694.2,207415.0,2645.4,0.0
114,114,128,1,36625.0,895642.8,954955.4,268096.0,0.0,664171.8,7600.0,6850.4,940505.0
115,115,129,2,0.0,973000.2,1085225.8,289263.0,0.0,683737.2,1068890.5,16335.3,0.0
116,116,130,1,0.0,34051.4,50366.6,18270.0,0.0,15781.4,1000.0,632.6,48734.0
117,117,131,1,0.0,113230.6,147188.0,67847.0,0.0,45383.6,200.0,1710.0,145278.0
118,118,132,2,0.0,1636804.2,1748800.1,296712.0,8000.0,1332092.2,1736948.0,11852.1,0.0
119,119,133,1,0.0,899407.4,948345.1,473186.0,0.0,426221.4,934385.5,13959.6,0.0
120,120,134,1,0.0,229056.4,243893.9,112661.0,0.0,116395.4,900.0,4367.9,238626.0
121,121,135,1,0.0,316911.4,338540.4,207480.0,0.0,109431.4,200.0,6308.4,332032.0
122,122,136,1,0.0,446489.6,484029.1,249776.0,0.0,196713.6,900.0,7571.1,475558.0
123,123,137,1,0.0,124300.0,157152.5,0.0,0.0,124300.0,153705.0,3447.5,0.0
124,124,138,2,0.0,517683.0,600929.7,183912.0,0.0,333771.0,1800.0,11393.7,587736.0
125,125,139,1,224624.0,1128500.0,1402463.3,0.0,5100.0,1348024.0,1396284.0,6179.3,0.0
126,126,140,1,0.0,194551.8,210333.6,128832.0,0.0,65719.8,500.0,4473.6,205360.0
127,127,141,2,0.0,1006311.4,1129606.9,169150.0,0.0,837161.4,1115505.0,14101.9,0.0
128,128,142,2,0.0,1682433.0,1762742.1,347382.0,2400.0,1332651.0,1563041.0,13608.1,186093.0
129,129,143,1,0.0,1258721.6,1322727.1,595464.0,0.0,663257.6,1314120.0,8607.1,0.0
130,130,144,1,0.0,76192.8,97175.0,49197.0,0.0,26995.8,900.0,1719.0,94556.0
131,131,146,1,96387.0,1313061.6,1481270.6,149581.6,0.0,1259867.0,1475516.0,5754.6,0.0
132,132,148,1,0.0,31377.6,49459.6,21857.0,0.0,9520.6,1000.0,763.6,47696.0
133,133,149,1,73926.0,525145.0,643319.3,150715.0,0.0,448356.0,640345.0,2974.3,0.0
134,134,150,1,544685.0,1028068.8,1637062.7,0.0,7100.0,1565653.8,112700.0,12392.7,1511970.0
135,135,151,2,0.0,348345.0,390836.7,176280.0,34800.0,137265.0,386490.0,4346.7,0.0
136,136,152,2,0.0,1594850.4,1707515.4,333424.0,0.0,1261426.4,1693022.0,14493.4,0.0
137,137,153,1,0.0,314353.8,379962.7,91364.0,2300.0,220689.8,376003.0,3959.7,0.0
138,138,154,1,391906.0,2137428.0,2603771.8,404858.0,0.0,2124476.0,2587560.0,16211.8,0.0
139,139,155,1,0.0,269436.4,294664.7,179072.0,0.0,90364.4,200.0,4871.7,289593.0
140,140,156,1,0.0,1358577.8,1458587.7,467838.0,0.0,890739.8,1442268.0,16319.7,0.0
141,141,157,1,0.0,395843.0,467112.4,85664.0,0.0,310179.0,463740.0,3372.4,0.0
142,142,158,2,150022.0,1607542.2,1920280.9,373510.0,0.0,1384054.2,891700.0,11771.9,1016809.0
143,143,159,1,0.0,393304.6,423251.1,240061.0,0.0,153243.6,300.0,6962.1,415989.0
144,144,160,1,0.0,265557.4,290761.2,142200.0,0.0,123357.4,288416.0,2345.2,0.0
145,145,161,1,0.0,133050.4,156082.4,66200.0,0.0,66850.4,37700.0,3165.4,115217.0
146,146,162,2,0.0,1152496.8,1275855.0,591131.0,80900.0,480465.8,1259722.0,16133.0,0.0
147,147,163,1,0.0,1614253.0,1666326.2,623964.0,0.0,990289.0,1655168.0,11158.2,0.0
148,148,164,1,0.0,250174.19999999998,272679.1,163362.0,0.0,86812.2,900.0,5241.1,266538.0
149,149,165,2,0.0,524980.0,650755.4,43648.0,49600.0,431732.0,556919.0,16434.4,77402.0
150,150,166,1,0.0,835621.0,879616.6,440864.0,0.0,394757.0,872803.0,6813.6,0.0
151,151,168,1,0.0,80118.0,105246.2,60450.0,0.0,19668.0,600.0,2236.2,102410.0
152,152,169,1,0.0,88396.0,133663.1,42970.0,0.0,45426.0,131459.0,2204.1,0.0
153,153,170,1,0.0,260344.0,295752.2,116080.0,0.0,144264.0,290697.0,5055.2,0.0
154,154,171,1,0.0,396526.0,422618.5,188350.0,0.0,208176.0,416617.5,6001.0,0.0
155,155,172,2,0.0,617492.8,682913.7,262272.0,0.0,355220.8,588956.0,6932.7,87025.0
156,156,173,2,7750.0,1249501.4,1355986.9,210952.0,0.0,1046299.4,1346860.0,9126.9,0.0
157,157,174,1,570259.0,3191586.0,3857257.4,913506.0,10200.0,2838139.0,20100.0,18727.4,3818430.0
158,158,176,1,0.0,27815.8,42899.6,19089.0,0.0,8726.8,1000.0,533.6,41366.0
159,159,177,1,0.0,340763.0,361449.7,151463.0,0.0,189300.0,500.0,5649.7,355300.0
160,160,178,1,0.0,551491.2,575776.9,145278.0,0.0,406213.2,570576.0,5200.9,0.0
161,161,179,1,296563.0,1500750.4,1822782.4,0.0,0.0,1797313.4,1815957.0,6825.4,0.0
162,162,180,1,0.0,720216.4,767863.6,186340.0,2400.0,531476.4,759155.0,8708.6,0.0
163,163,181,1,0.0,559118.6,617632.7,173712.0,0.0,385406.6,613369.0,4263.7,0.0
164,164,182,1,333680.0,2204134.4,2597766.9,0.0,3900.0,2533914.4,2200.0,14885.9,2580681.0
165,165,183,1,0.0,301777.4,326757.3,0.0,38100.0,263677.4,318899.0,7858.3,0.0
166,166,184,1,0.0,133582.6,152937.0,77066.0,0.0,56516.6,1100.0,1661.0,150176.0
167,167,185,1,0.0,470558.0,563498.6,203102.0,0.0,267456.0,553399.0,10099.6,0.0
168,168,186,1,0.0,444324.2,488795.7,215376.0,14500.0,214448.2,484714.0,4081.7,0.0
169,169,187,1,127695.0,1987224.0,2200113.8,375240.0,0.0,1739679.0,700.0,9505.8,2189908.0
170,170,188,1,0.0,1425936.8,1491920.1,240190.0,0.0,1185746.8,1481237.0,10683.1,0.0
171,171,189,1,0.0,82629.4,106841.9,37575.0,0.0,45054.4,1100.0,1393.9,104348.0
172,172,190,1,0.0,643543.4,655356.5,246000.0,0.0,397543.4,650941.0,4415.5,0.0
173,173,191,1,0.0,126547.0,143692.8,84993.0,0.0,41554.0,900.0,2842.8,139950.0
174,174,192,1,0.0,248880.8,330633.7,29144.0,6800.0,212936.8,328072.0,2561.7,0.0
175,175,193,1,0.0,366656.0,382607.5,168540.0,0.0,198116.0,500.0,4457.5,377650.0
176,176,194,1,0.0,199120.8,215453.7,130744.0,0.0,68376.8,1000.0,5041.7,209412.0
177,177,195,2,0.0,181999.19999999998,209667.7,100880.0,0.0,81119.2,40600.0,3197.7,165870.0
178,178,196,1,0.0,200257.4,219245.6,131806.0,0.0,68451.4,500.0,4281.6,214464.0
179,179,197,1,471129.0,2024453.0,2530556.8,467133.0,0.0,2028449.0,2515506.0,15050.8,0.0
180,180,198,1,0.0,482815.0,500447.8,153936.0,0.0,328879.0,497484.0,2963.8,0.0
181,181,199,1,0.0,107825.2,147734.2,58134.0,0.0,49691.2,40000.0,2974.2,104760.0
182,182,200,1,0.0,664689.8,717800.3,95874.0,0.0,568815.8,713643.0,4157.3,0.0
183,183,201,1,163993.0,2291135.0,2470282.0,168685.0,0.0,2286443.0,2458722.0,11560.0,0.0
184,184,204,1,0.0,37852.2,55064.1,13790.0,0.0,24062.2,700.0,532.1,53832.0
185,185,206,2,182674.0,1476630.0,1714576.5,157374.0,0.0,1501930.0,486410.0,10561.5,1217605.0
186,186,207,1,0.0,100894.4,149540.1,45990.0,0.0,54904.4,146429.0,3111.1,0.0
187,187,208,1,0.0,328079.8,363538.1,88711.0,0.0,239368.8,358055.0,5483.1,0.0
188,188,209,1,0.0,92867.4,143335.6,35340.0,0.0,57527.4,1000.0,3183.6,139152.0
189,189,210,1,0.0,807168.7999999999,913983.9,0.0,22500.0,784668.7999999999,904618.0,9365.9,0.0
190,190,212,1,167205.0,826689.6,1095428.5,111783.0,0.0,882111.6,900.0,6771.5,1087757.0
191,191,213,1,0.0,883454.7999999999,900496.3,0.0,23400.0,860054.7999999999,892220.0,8276.3,0.0
192,192,214,2,52128.0,847852.8,933473.8,406468.0,0.0,493512.8,812886.0,9401.8,111186.0
193,193,215,2,0.0,777494.0,834254.3,361330.0,0.0,416164.0,418846.5,10981.8,404426.0
194,194,216,1,0.0,95968.2,117453.4,56537.0,0.0,39431.2,11500.0,1976.4,103977.0
195,195,217,1,0.0,18300.0,40900.0,0.0,0.0,18300.0,40900.0,0.0,0.0
196,196,218,1,80190.0,729825.0,860922.0,141335.0,0.0,668680.0,855383.0,5539.0,0.0
197,197,219,1,0.0,230468.0,265871.5,99210.0,0.0,131258.0,261321.0,4550.5,0.0
198,198,220,1,0.0,165945.0,186703.1,72500.0,0.0,93445.0,600.0,2053.1,184050.0
199,199,221,1,424026.0,2554144.6,3053193.2,0.0,5100.0,2973070.6,2000.0,16321.2,3034872.0
200,200,222,1,0.0,199939.4,216880.0,122960.0,0.0,76979.4,500.0,3112.0,213268.0
201,201,223,1,180130.0,683154.4,901150.8,74904.0,0.0,788380.4,896750.0,4400.8,0.0
202,202,224,1,0.0,100063.8,142698.0,49358.0,0.0,50705.8,49400.0,3166.0,90132.0
203,203,225,2,0.0,1285467.6,1433681.4,266244.0,16800.0,1002423.6,1216011.0,17396.4,200274.0
204,204,226,1,0.0,532740.6,569448.5,156534.0,0.0,376206.60000000003,566571.0,2877.5,0.0
205,205,227,1,74396.0,920419.0,1035305.5,486719.0,0.0,508096.0,96200.0,8429.5,930676.0
206,206,228,1,0.0,1392215.4,1434950.4,583274.0,0.0,808941.4,1424761.0,10189.4,0.0
207,207,229,1,0.0,107202.59999999999,125300.0,70060.0,0.0,37142.6,800.0,2460.0,122040.0
208,208,230,2,229974.0,1681483.3,2061130.5,46166.5,20500.0,1844790.8,1657079.0,15119.5,388932.0
209,209,231,2,0.0,838940.6,966544.5,222392.0,11300.0,605248.6,748067.0,14001.5,204476.0
210,210,232,1,0.0,913785.6,979304.4,533182.0,0.0,380603.6,969711.0,9593.4,0.0
211,211,234,2,0.0,514834.6,595833.0,192316.0,0.0,322518.6,434881.0,6104.0,154848.0
212,212,235,1,99806.0,256023.2,386552.0,67548.0,0.0,288281.2,24800.0,2502.0,359250.0
213,213,236,2,0.0,1676550.2,1811998.8,285592.0,23700.0,1367258.2,1795251.0,16747.8,0.0
214,214,237,1,0.0,272464.2,287812.2,135952.0,0.0,136512.2,600.0,4368.2,282844.0
215,215,238,1,0.0,218628.0,244046.9,142024.0,0.0,76604.0,900.0,3971.9,239175.0
216,216,239,1,0.0,1046936.2000000001,1093983.8,440777.0,0.0,606159.2,1084376.0,9607.8,0.0
217,217,240,2,570698.0,2758261.6,3447803.4,676325.0,0.0,2652634.6,3431400.0,16403.4,0.0
218,218,241,1,0.0,84680.2,104994.8,33762.0,0.0,50918.2,400.0,1282.8,103312.0
219,219,242,1,0.0,240391.0,253408.5,61552.0,0.0,178839.0,250640.0,2768.5,0.0
220,220,243,1,0.0,337849.8,405354.6,124887.0,2200.0,210762.80000000002,400250.0,5104.6,0.0
221,221,244,1,0.0,275792.8,306062.9,55936.0,0.0,219856.8,304178.0,1884.9,0.0
222,222,245,1,0.0,138883.4,152934.0,79380.0,0.0,59503.4,15800.0,2154.0,134980.0
223,223,246,2,0.0,313151.8,405028.1,0.0,0.0,313151.8,400445.5,4582.6,0.0
224,224,248,1,0.0,391476.6,464732.3,100936.0,29900.0,260640.6,400.0,9460.3,454872.0
225,225,249,1,0.0,94696.4,116836.8,68250.0,0.0,26446.4,300.0,2461.8,114075.0
226,226,250,1,0.0,191942.2,209861.2,90608.0,0.0,101334.2,1100.0,2745.2,206016.0
227,227,251,1,0.0,467249.4,509708.7,116999.0,5900.0,344350.4,504360.0,5348.7,0.0
228,228,252,1,25342.0,718072.6,766757.0,244239.0,0.0,499175.6,700.0,3009.0,763048.0
229,229,253,1,0.0,100522.59999999999,116808.3,64966.0,0.0,35556.6,200.0,1428.3,115180.0
230,230,255,1,0.0,27600.0,68181.1,0.0,0.0,27600.0,67900.0,281.1,0.0
231,231,256,1,0.0,404100.0,428312.9,1901.0,0.0,402199.0,426020.0,2292.9,0.0
232,232,258,1,0.0,244957.2,310299.7,110282.0,22300.0,112375.2,307152.0,3147.7,0.0
233,233,259,1,0.0,427900.60000000003,488177.9,250048.0,0.0,177852.6,483270.0,4907.9,0.0
234,234,260,2,104538.0,1365700.0,1521059.7,539765.0,0.0,930473.0,9000.0,6710.7,1505349.0
235,235,261,1,0.0,11200.0,26200.0,0.0,0.0,11200.0,26200.0,0.0,0.0
236,236,262,1,0.0,132348.2,153014.2,0.0,0.0,132348.2,150190.0,2824.2,0.0
237,237,263,1,0.0,383869.0,422564.2,199420.0,0.0,184449.0,800.0,7224.2,414540.0
238,238,264,1,0.0,321497.6,358091.1,134326.0,0.0,187171.6,351684.0,6407.1,0.0
239,239,265,2,251434.0,1518947.0,1893385.8,242775.0,0.0,1527606.0,1881533.0,11852.8,0.0
240,240,266,1,0.0,304023.6,321989.5,105056.0,0.0,198967.6,1100.0,5946.5,314943.0
241,241,267,2,0.0,1379097.2,1434190.8,480200.0,0.0,898897.2000000001,1272396.0,11402.8,150392.0
242,242,268,1,0.0,112531.8,150641.8,49656.0,0.0,62875.8,500.0,2329.8,147812.0
243,243,269,1,0.0,140194.2,159943.6,63043.0,0.0,77151.2,300.0,1720.6,157923.0
244,244,270,2,0.0,1187325.4,1270247.9,489415.0,0.0,697910.4,1164584.0,14271.9,91392.0
245,245,271,1,0.0,93038.0,106121.7,26752.0,0.0,66286.0,600.0,926.6999999999999,104595.0
246,246,272,1,0.0,610510.6,685646.6,85844.0,2900.0,521766.6,680597.0,5049.6,0.0
247,247,273,1,0.0,593480.0,620206.9,41448.0,0.0,552032.0,616210.0,3996.9,0.0
248,248,274,1,0.0,249608.4,265086.5,119952.0,0.0,129656.4,1100.0,3388.5,260598.0
249,249,275,1,0.0,149408.0,175248.3,71550.0,0.0,77858.0,40200.0,4603.3,130445.0
250,250,276,1,0.0,53565.4,74088.6,39668.0,0.0,13897.4,700.0,1436.6,71952.0
251,251,277,1,0.0,1273769.2,1370570.4,219604.0,0.0,1054165.2,1353556.0,17014.4,0.0
252,252,278,1,0.0,175115.0,204156.4,83607.0,0.0,91508.0,1000.0,3131.4,200025.0
253,253,279,2,213953.0,1542070.8,1869366.2,138278.0,0.0,1617745.8,1858518.0,10848.2,0.0
254,254,280,1,0.0,128091.2,145622.7,72064.0,0.0,56027.2,18100.0,2536.7,124986.0
255,255,281,2,159201.0,1509337.6,1805920.6,292345.4,6000.0,1370193.2,5000.0,15321.6,1785599.0
256,256,282,2,0.0,483682.6,517913.2,51304.0,0.0,432378.6,423160.0,3805.2,90948.0
257,257,283,1,0.0,237829.6,256286.1,127755.0,0.0,110074.6,41400.0,4438.1,210448.0
258,258,284,1,0.0,892424.6,949029.0,350907.0,0.0,541517.6,939342.0,9687.0,0.0
259,259,285,2,0.0,2551990.2,2686627.1,1021489.0,0.0,1530501.2,2662351.0,24276.1,0.0
260,260,286,2,522483.0,2097756.4,2749104.8,171626.4,3300.0,2445313.0,2732049.0,17055.8,0.0
261,261,287,1,0.0,162456.4,179138.8,79512.0,0.0,82944.4,177709.0,1429.8,0.0
262,262,288,1,0.0,144347.6,166503.9,79611.0,0.0,64736.6,500.0,1969.9,164034.0
263,263,289,1,0.0,161592.0,179747.0,0.0,11500.0,150092.0,177218.0,2529.0,0.0
264,264,290,1,0.0,219633.4,239631.0,97608.0,0.0,122025.4,200.0,4477.0,234954.0
265,265,291,1,0.0,204457.0,274748.0,128376.0,0.0,76081.0,1000.0,6708.0,267040.0
266,266,292,2,102591.0,1165459.2,1372467.6,522827.0,0.0,745223.2,904755.0,15167.6,452545.0
