,client_id,account_id,type,amount_x,operation,amount_y,_merge,_merge2
77,10.0,75,INCOME,110719.4,TRANSFER FROM ACCOUNT,108848.0,both,both
78,11.0,124,EXPENDITURE,373272.0,ACCOUNT TRANSFER,72580.0,both,both
79,11.0,124,EXPENDITURE,373272.0,CARD,13000.0,both,both
80,11.0,124,EXPENDITURE,373272.0,CHOICE,287692.0,both,both
81,11.0,124,EXPENDITURE,373272.0,DEPOSIT,408445.0,both,both
82,11.0,124,INCOME,412586.0,ACCOUNT TRANSFER,72580.0,both,both
83,11.0,124,INCOME,412586.0,CARD,13000.0,both,both
84,11.0,124,INCOME,412586.0,CHOICE,287692.0,both,both
85,11.0,124,INCOME,412586.0,DEPOSIT,408445.0,both,both
86,12.0,425,EXPENDITURE,1455260.8,ACCOUNT TRANSFER,181248.0,both,both
87,12.0,425,EXPENDITURE,1455260.8,CHOICE,1274012.8,both,both
88,12.0,425,EXPENDITURE,1455260.8,DEPOSIT,1524136.0,both,both
89,12.0,425,INCOME,1535716.0,ACCOUNT TRANSFER,181248.0,both,both
90,12.0,425,INCOME,1535716.0,CHOICE,1274012.8,both,both
91,12.0,425,INCOME,1535716.0,DEPOSIT,1524136.0,both,both
92,13.0,382,CHOICE,477127.0,ACCOUNT TRANSFER,8064.0,both,both
93,13.0,382,CHOICE,477127.0,CHOICE,1973091.6,both,both
94,13.0,382,CHOICE,477127.0,DEPOSIT,2144372.0,both,both
95,13.0,382,EXPENDITURE,1504028.6,ACCOUNT TRANSFER,8064.0,both,both
96,13.0,382,EXPENDITURE,1504028.6,CHOICE,1973091.6,both,both
97,13.0,382,EXPENDITURE,1504028.6,DEPOSIT,2144372.0,both,both
98,13.0,382,INCOME,2160591.9,ACCOUNT TRANSFER,8064.0,both,both
99,13.0,382,INCOME,2160591.9,CHOICE,1973091.6,both,both
100,13.0,382,INCOME,2160591.9,DEPOSIT,2144372.0,both,both
101,14.0,303,CHOICE,32194.0,ACCOUNT TRANSFER,20185.6,both,both
102,14.0,303,CHOICE,32194.0,CHOICE,762135.7,both,both
103,14.0,303,CHOICE,32194.0,DEPOSIT,45800.0,both,both
104,14.0,303,CHOICE,32194.0,TRANSFER FROM ACCOUNT,741807.0,both,both
105,14.0,303,EXPENDITURE,750127.3,ACCOUNT TRANSFER,20185.6,both,both
106,14.0,303,EXPENDITURE,750127.3,CHOICE,762135.7,both,both
107,14.0,303,EXPENDITURE,750127.3,DEPOSIT,45800.0,both,both
108,14.0,303,EXPENDITURE,750127.3,TRANSFER FROM ACCOUNT,741807.0,both,both
109,14.0,303,INCOME,793194.6,ACCOUNT TRANSFER,20185.6,both,both
110,14.0,303,INCOME,793194.6,CHOICE,762135.7,both,both
111,14.0,303,INCOME,793194.6,DEPOSIT,45800.0,both,both
112,14.0,303,INCOME,793194.6,TRANSFER FROM ACCOUNT,741807.0,both,both
113,15.0,116,EXPENDITURE,68527.8,ACCOUNT TRANSFER,48072.0,both,both
114,15.0,116,EXPENDITURE,68527.8,CHOICE,20455.8,both,both
115,15.0,116,EXPENDITURE,68527.8,DEPOSIT,500.0,both,both
116,15.0,116,EXPENDITURE,68527.8,TRANSFER FROM ACCOUNT,84140.0,both,both
117,15.0,116,INCOME,86220.3,ACCOUNT TRANSFER,48072.0,both,both
118,15.0,116,INCOME,86220.3,CHOICE,20455.8,both,both
119,15.0,116,INCOME,86220.3,DEPOSIT,500.0,both,both
120,15.0,116,INCOME,86220.3,TRANSFER FROM ACCOUNT,84140.0,both,both
121,16.0,62,EXPENDITURE,122600.8,ACCOUNT TRANSFER,56484.0,both,both
122,16.0,62,EXPENDITURE,122600.8,CHOICE,66116.8,both,both
123,16.0,62,EXPENDITURE,122600.8,DEPOSIT,174017.5,both,both
124,16.0,62,INCOME,175831.5,ACCOUNT TRANSFER,56484.0,both,both
125,16.0,62,INCOME,175831.5,CHOICE,66116.8,both,both
126,16.0,62,INCOME,175831.5,DEPOSIT,174017.5,both,both
127,17.0,680,EXPENDITURE,2588242.4,ACCOUNT TRANSFER,690338.0,both,both
128,17.0,680,EXPENDITURE,2588242.4,CHOICE,1897904.4,both,both
129,17.0,680,EXPENDITURE,2588242.4,DEPOSIT,2681855.0,both,both
130,17.0,680,INCOME,2707084.1,ACCOUNT TRANSFER,690338.0,both,both
131,17.0,680,INCOME,2707084.1,CHOICE,1897904.4,both,both
132,17.0,680,INCOME,2707084.1,DEPOSIT,2681855.0,both,both
133,18.0,140,EXPENDITURE,333274.0,ACCOUNT TRANSFER,165102.0,both,both
134,18.0,140,EXPENDITURE,333274.0,CHOICE,168172.0,both,both
135,18.0,140,EXPENDITURE,333274.0,DEPOSIT,351967.5,both,both
136,18.0,140,INCOME,354856.6,ACCOUNT TRANSFER,165102.0,both,both
137,18.0,140,INCOME,354856.6,CHOICE,168172.0,both,both
138,18.0,140,INCOME,354856.6,DEPOSIT,351967.5,both,both
139,19.0,274,CHOICE,85758.0,ACCOUNT TRANSFER,248735.4,both,both
140,19.0,274,CHOICE,85758.0,CHOICE,1215437.6,both,both
141,19.0,274,CHOICE,85758.0,DEPOSIT,1488172.0,both,both
142,19.0,274,EXPENDITURE,1378415.0,ACCOUNT TRANSFER,248735.4,both,both
143,19.0,274,EXPENDITURE,1378415.0,CHOICE,1215437.6,both,both
144,19.0,274,EXPENDITURE,1378415.0,DEPOSIT,1488172.0,both,both
145,19.0,274,INCOME,1494372.1,ACCOUNT TRANSFER,248735.4,both,both
146,19.0,274,INCOME,1494372.1,CHOICE,1215437.6,both,both
147,19.0,274,INCOME,1494372.1,DEPOSIT,1488172.0,both,both
148,20.0,351,CHOICE,180637.0,ACCOUNT TRANSFER,623220.0,both,both
149,20.0,351,CHOICE,180637.0,CHOICE,1086413.0,both,both
150,20.0,351,CHOICE,180637.0,DEPOSIT,3300.0,both,both
151,20.0,351,CHOICE,180637.0,TRANSFER FROM ACCOUNT,1748541.0,both,both
152,20.0,351,EXPENDITURE,1528996.0,ACCOUNT TRANSFER,623220.0,both,both
153,20.0,351,EXPENDITURE,1528996.0,CHOICE,1086413.0,both,both
154,20.0,351,EXPENDITURE,1528996.0,DEPOSIT,3300.0,both,both
155,20.0,351,EXPENDITURE,1528996.0,TRANSFER FROM ACCOUNT,1748541.0,both,both
156,20.0,351,INCOME,1761404.4,ACCOUNT TRANSFER,623220.0,both,both
157,20.0,351,INCOME,1761404.4,CHOICE,1086413.0,both,both
158,20.0,351,INCOME,1761404.4,DEPOSIT,3300.0,both,both
159,20.0,351,INCOME,1761404.4,TRANSFER FROM ACCOUNT,1748541.0,both,both
160,21.0,352,EXPENDITURE,586378.8,ACCOUNT TRANSFER,235132.0,both,both
161,21.0,352,EXPENDITURE,586378.8,CHOICE,351246.8,both,both
162,21.0,352,EXPENDITURE,586378.8,DEPOSIT,612344.0,both,both
163,21.0,352,INCOME,618575.3,ACCOUNT TRANSFER,235132.0,both,both
164,21.0,352,INCOME,618575.3,CHOICE,351246.8,both,both
165,21.0,352,INCOME,618575.3,DEPOSIT,612344.0,both,both
166,23.0,367,EXPENDITURE,924191.4,ACCOUNT TRANSFER,339989.0,both,both
167,23.0,367,EXPENDITURE,924191.4,CHOICE,584202.4,both,both
168,23.0,367,EXPENDITURE,924191.4,DEPOSIT,955223.0,both,both
169,23.0,367,INCOME,961743.3,ACCOUNT TRANSFER,339989.0,both,both
170,23.0,367,INCOME,961743.3,CHOICE,584202.4,both,both
171,23.0,367,INCOME,961743.3,DEPOSIT,955223.0,both,both
172,24.0,281,CHOICE,261796.0,CHOICE,2258823.8,both,both
173,24.0,281,CHOICE,261796.0,DEPOSIT,2294752.0,both,both
174,24.0,281,EXPENDITURE,1997027.8,CHOICE,2258823.8,both,both
175,24.0,281,EXPENDITURE,1997027.8,DEPOSIT,2294752.0,both,both
176,24.0,281,INCOME,2302979.4,CHOICE,2258823.8,both,both
177,24.0,281,INCOME,2302979.4,DEPOSIT,2294752.0,both,both
178,25.0,383,CHOICE,382295.0,ACCOUNT TRANSFER,540706.0,both,both
179,25.0,383,CHOICE,382295.0,CHOICE,2356483.4,both,both
180,25.0,383,CHOICE,382295.0,DEPOSIT,2898893.0,both,both
181,25.0,383,EXPENDITURE,2514894.4,ACCOUNT TRANSFER,540706.0,both,both
182,25.0,383,EXPENDITURE,2514894.4,CHOICE,2356483.4,both,both
183,25.0,383,EXPENDITURE,2514894.4,DEPOSIT,2898893.0,both,both
184,25.0,383,INCOME,2910488.1,ACCOUNT TRANSFER,540706.0,both,both
185,25.0,383,INCOME,2910488.1,CHOICE,2356483.4,both,both
186,25.0,383,INCOME,2910488.1,DEPOSIT,2898893.0,both,both
187,26.0,180,EXPENDITURE,644611.0,CHOICE,644611.0,both,both
188,26.0,180,EXPENDITURE,644611.0,DEPOSIT,725738.0,both,both
189,26.0,180,INCOME,734330.7,CHOICE,644611.0,both,both
190,26.0,180,INCOME,734330.7,DEPOSIT,725738.0,both,both
191,27.0,344,EXPENDITURE,1559789.4,ACCOUNT TRANSFER,229628.0,both,both
192,27.0,344,EXPENDITURE,1559789.4,CARD,61400.0,both,both
193,27.0,344,EXPENDITURE,1559789.4,CHOICE,1268761.4,both,both
194,27.0,344,EXPENDITURE,1559789.4,DEPOSIT,1652341.0,both,both
195,27.0,344,INCOME,1672195.4,ACCOUNT TRANSFER,229628.0,both,both
196,27.0,344,INCOME,1672195.4,CARD,61400.0,both,both
197,27.0,344,INCOME,1672195.4,CHOICE,1268761.4,both,both
198,27.0,344,INCOME,1672195.4,DEPOSIT,1652341.0,both,both
199,29.0,518,CHOICE,41655.0,ACCOUNT TRANSFER,327557.5,both,both
200,29.0,518,CHOICE,41655.0,CHOICE,1480495.8,both,both
201,29.0,518,CHOICE,41655.0,DEPOSIT,1918412.0,both,both
202,29.0,518,EXPENDITURE,1766398.3,ACCOUNT TRANSFER,327557.5,both,both
203,29.0,518,EXPENDITURE,1766398.3,CHOICE,1480495.8,both,both
204,29.0,518,EXPENDITURE,1766398.3,DEPOSIT,1918412.0,both,both
205,29.0,518,INCOME,1933104.8,ACCOUNT TRANSFER,327557.5,both,both
206,29.0,518,INCOME,1933104.8,CHOICE,1480495.8,both,both
207,29.0,518,INCOME,1933104.8,DEPOSIT,1918412.0,both,both
208,30.0,130,CHOICE,37819.0,ACCOUNT TRANSFER,107005.4,both,both
209,30.0,130,CHOICE,37819.0,CHOICE,156679.0,both,both
210,30.0,130,CHOICE,37819.0,DEPOSIT,49700.0,both,both
211,30.0,130,CHOICE,37819.0,TRANSFER FROM ACCOUNT,256060.0,both,both
212,30.0,130,EXPENDITURE,225865.4,ACCOUNT TRANSFER,107005.4,both,both
213,30.0,130,EXPENDITURE,225865.4,CHOICE,156679.0,both,both
214,30.0,130,EXPENDITURE,225865.4,DEPOSIT,49700.0,both,both
215,30.0,130,EXPENDITURE,225865.4,TRANSFER FROM ACCOUNT,256060.0,both,both
216,30.0,130,INCOME,308265.3,ACCOUNT TRANSFER,107005.4,both,both
217,30.0,130,INCOME,308265.3,CHOICE,156679.0,both,both
218,30.0,130,INCOME,308265.3,DEPOSIT,49700.0,both,both
219,30.0,130,INCOME,308265.3,TRANSFER FROM ACCOUNT,256060.0,both,both
220,31.0,399,EXPENDITURE,398611.8,ACCOUNT TRANSFER,183785.0,both,both
221,31.0,399,EXPENDITURE,398611.8,CHOICE,214826.8,both,both
222,31.0,399,EXPENDITURE,398611.8,DEPOSIT,1100.0,both,both
223,31.0,399,EXPENDITURE,398611.8,TRANSFER FROM ACCOUNT,407862.0,both,both
224,31.0,399,INCOME,414927.7,ACCOUNT TRANSFER,183785.0,both,both
225,31.0,399,INCOME,414927.7,CHOICE,214826.8,both,both
226,31.0,399,INCOME,414927.7,DEPOSIT,1100.0,both,both
227,31.0,399,INCOME,414927.7,TRANSFER FROM ACCOUNT,407862.0,both,both
228,32.0,366,EXPENDITURE,441204.2,ACCOUNT TRANSFER,251372.0,both,both
229,32.0,366,EXPENDITURE,441204.2,CHOICE,189832.2,both,both
230,32.0,366,EXPENDITURE,441204.2,DEPOSIT,459285.0,both,both
231,32.0,366,INCOME,464908.7,ACCOUNT TRANSFER,251372.0,both,both
232,32.0,366,INCOME,464908.7,CHOICE,189832.2,both,both
233,32.0,366,INCOME,464908.7,DEPOSIT,459285.0,both,both
234,33.0,71,EXPENDITURE,227175.2,CHOICE,227175.2,both,both
235,33.0,71,EXPENDITURE,227175.2,DEPOSIT,324202.0,both,both
236,33.0,71,INCOME,327942.9,CHOICE,227175.2,both,both
237,33.0,71,INCOME,327942.9,DEPOSIT,324202.0,both,both
238,34.0,198,EXPENDITURE,284504.8,ACCOUNT TRANSFER,143849.0,both,both
239,34.0,198,EXPENDITURE,284504.8,CHOICE,140655.8,both,both
240,34.0,198,EXPENDITURE,284504.8,DEPOSIT,307233.0,both,both
241,34.0,198,INCOME,310489.2,ACCOUNT TRANSFER,143849.0,both,both
242,34.0,198,INCOME,310489.2,CHOICE,140655.8,both,both
243,34.0,198,INCOME,310489.2,DEPOSIT,307233.0,both,both
244,35.0,321,EXPENDITURE,1390460.0,ACCOUNT TRANSFER,329450.0,both,both
245,35.0,321,EXPENDITURE,1390460.0,CARD,73000.0,both,both
246,35.0,321,EXPENDITURE,1390460.0,CHOICE,988010.0,both,both
247,35.0,321,EXPENDITURE,1390460.0,DEPOSIT,1436880.0,both,both
248,35.0,321,INCOME,1451226.7,ACCOUNT TRANSFER,329450.0,both,both
249,35.0,321,INCOME,1451226.7,CARD,73000.0,both,both
250,35.0,321,INCOME,1451226.7,CHOICE,988010.0,both,both
251,35.0,321,INCOME,1451226.7,DEPOSIT,1436880.0,both,both
252,36.0,316,EXPENDITURE,262787.2,ACCOUNT TRANSFER,147672.0,both,both
253,36.0,316,EXPENDITURE,262787.2,CHOICE,115115.2,both,both
254,36.0,316,EXPENDITURE,262787.2,DEPOSIT,400.0,both,both
255,36.0,316,EXPENDITURE,262787.2,TRANSFER FROM ACCOUNT,281400.0,both,both
256,36.0,316,INCOME,286630.2,ACCOUNT TRANSFER,147672.0,both,both
257,36.0,316,INCOME,286630.2,CHOICE,115115.2,both,both
258,36.0,316,INCOME,286630.2,DEPOSIT,400.0,both,both
259,36.0,316,INCOME,286630.2,TRANSFER FROM ACCOUNT,281400.0,both,both
260,37.0,69,EXPENDITURE,53760.6,CHOICE,53760.6,both,both
261,37.0,69,EXPENDITURE,53760.6,DEPOSIT,77931.0,both,both
262,37.0,69,INCOME,79639.3,CHOICE,53760.6,both,both
263,37.0,69,INCOME,79639.3,DEPOSIT,77931.0,both,both
264,39.0,565,CHOICE,236004.0,ACCOUNT TRANSFER,442789.0,both,both
265,39.0,565,CHOICE,236004.0,CHOICE,1984780.0,both,both
266,39.0,565,CHOICE,236004.0,DEPOSIT,8500.0,both,both
267,39.0,565,CHOICE,236004.0,TRANSFER FROM ACCOUNT,2485624.0,both,both
268,39.0,565,EXPENDITURE,2191565.0,ACCOUNT TRANSFER,442789.0,both,both
269,39.0,565,EXPENDITURE,2191565.0,CHOICE,1984780.0,both,both
270,39.0,565,EXPENDITURE,2191565.0,DEPOSIT,8500.0,both,both
271,39.0,565,EXPENDITURE,2191565.0,TRANSFER FROM ACCOUNT,2485624.0,both,both
272,39.0,565,INCOME,2506324.4,ACCOUNT TRANSFER,442789.0,both,both
273,39.0,565,INCOME,2506324.4,CHOICE,1984780.0,both,both
274,39.0,565,INCOME,2506324.4,DEPOSIT,8500.0,both,both
275,39.0,565,INCOME,2506324.4,TRANSFER FROM ACCOUNT,2485624.0,both,both
276,40.0,151,EXPENDITURE,563152.0,ACCOUNT TRANSFER,145940.0,both,both
277,40.0,151,EXPENDITURE,563152.0,CARD,5200.0,both,both
278,40.0,151,EXPENDITURE,563152.0,CHOICE,412012.0,both,both
279,40.0,151,EXPENDITURE,563152.0,DEPOSIT,628885.0,both,both
280,40.0,151,INCOME,634067.7,ACCOUNT TRANSFER,145940.0,both,both
281,40.0,151,INCOME,634067.7,CARD,5200.0,both,both
282,40.0,151,INCOME,634067.7,CHOICE,412012.0,both,both
283,40.0,151,INCOME,634067.7,DEPOSIT,628885.0,both,both
284,41.0,93,EXPENDITURE,83925.6,ACCOUNT TRANSFER,49632.0,both,both
285,41.0,93,EXPENDITURE,83925.6,CHOICE,34293.6,both,both
286,41.0,93,EXPENDITURE,83925.6,DEPOSIT,300.0,both,both
287,41.0,93,EXPENDITURE,83925.6,TRANSFER FROM ACCOUNT,97734.0,both,both
288,41.0,93,INCOME,99236.2,ACCOUNT TRANSFER,49632.0,both,both
289,41.0,93,INCOME,99236.2,CHOICE,34293.6,both,both
290,41.0,93,INCOME,99236.2,DEPOSIT,300.0,both,both
291,41.0,93,INCOME,99236.2,TRANSFER FROM ACCOUNT,97734.0,both,both
292,42.0,377,EXPENDITURE,915387.6,ACCOUNT TRANSFER,371943.0,both,both
293,42.0,377,EXPENDITURE,915387.6,CHOICE,543444.6,both,both
294,42.0,377,EXPENDITURE,915387.6,DEPOSIT,992330.0,both,both
295,42.0,377,INCOME,1001516.6,ACCOUNT TRANSFER,371943.0,both,both
296,42.0,377,INCOME,1001516.6,CHOICE,543444.6,both,both
297,42.0,377,INCOME,1001516.6,DEPOSIT,992330.0,both,both
298,43.0,192,EXPENDITURE,612059.6,ACCOUNT TRANSFER,109480.0,both,both
299,43.0,192,EXPENDITURE,612059.6,CARD,13100.0,both,both
300,43.0,192,EXPENDITURE,612059.6,CHOICE,489479.6,both,both
301,43.0,192,EXPENDITURE,612059.6,DEPOSIT,702325.0,both,both
302,43.0,192,INCOME,710282.3,ACCOUNT TRANSFER,109480.0,both,both
303,43.0,192,INCOME,710282.3,CARD,13100.0,both,both
304,43.0,192,INCOME,710282.3,CHOICE,489479.6,both,both
305,43.0,192,INCOME,710282.3,DEPOSIT,702325.0,both,both
306,44.0,144,CHOICE,108632.0,ACCOUNT TRANSFER,81377.0,both,both
307,44.0,144,CHOICE,108632.0,CHOICE,540394.8,both,both
308,44.0,144,CHOICE,108632.0,DEPOSIT,1100.0,both,both
309,44.0,144,CHOICE,108632.0,TRANSFER FROM ACCOUNT,638250.0,both,both
310,44.0,144,EXPENDITURE,513139.8,ACCOUNT TRANSFER,81377.0,both,both
311,44.0,144,EXPENDITURE,513139.8,CHOICE,540394.8,both,both
312,44.0,144,EXPENDITURE,513139.8,DEPOSIT,1100.0,both,both
313,44.0,144,EXPENDITURE,513139.8,TRANSFER FROM ACCOUNT,638250.0,both,both
314,44.0,144,INCOME,642931.6,ACCOUNT TRANSFER,81377.0,both,both
315,44.0,144,INCOME,642931.6,CHOICE,540394.8,both,both
316,44.0,144,INCOME,642931.6,DEPOSIT,1100.0,both,both
317,44.0,144,INCOME,642931.6,TRANSFER FROM ACCOUNT,638250.0,both,both
318,45.0,197,EXPENDITURE,172493.8,ACCOUNT TRANSFER,111189.0,both,both
319,45.0,197,EXPENDITURE,172493.8,CHOICE,61304.8,both,both
320,45.0,197,EXPENDITURE,172493.8,DEPOSIT,700.0,both,both
321,45.0,197,EXPENDITURE,172493.8,TRANSFER FROM ACCOUNT,183911.0,both,both
322,45.0,197,INCOME,187624.0,ACCOUNT TRANSFER,111189.0,both,both
323,45.0,197,INCOME,187624.0,CHOICE,61304.8,both,both
324,45.0,197,INCOME,187624.0,DEPOSIT,700.0,both,both
325,45.0,197,INCOME,187624.0,TRANSFER FROM ACCOUNT,183911.0,both,both
326,47.0,150,EXPENDITURE,138877.4,ACCOUNT TRANSFER,89494.0,both,both
327,47.0,150,EXPENDITURE,138877.4,CHOICE,49383.4,both,both
328,47.0,150,EXPENDITURE,138877.4,DEPOSIT,300.0,both,both
329,47.0,150,EXPENDITURE,138877.4,TRANSFER FROM ACCOUNT,157386.0,both,both
330,47.0,150,INCOME,159865.7,ACCOUNT TRANSFER,89494.0,both,both
331,47.0,150,INCOME,159865.7,CHOICE,49383.4,both,both
332,47.0,150,INCOME,159865.7,DEPOSIT,300.0,both,both
333,47.0,150,INCOME,159865.7,TRANSFER FROM ACCOUNT,157386.0,both,both
334,48.0,548,EXPENDITURE,1798597.8,ACCOUNT TRANSFER,572253.0,both,both
335,48.0,548,EXPENDITURE,1798597.8,CHOICE,1226344.8,both,both
336,48.0,548,EXPENDITURE,1798597.8,DEPOSIT,1904361.0,both,both
337,48.0,548,INCOME,1919171.1,ACCOUNT TRANSFER,572253.0,both,both
338,48.0,548,INCOME,1919171.1,CHOICE,1226344.8,both,both
339,48.0,548,INCOME,1919171.1,DEPOSIT,1904361.0,both,both
340,49.0,137,EXPENDITURE,153112.9,CHOICE,153112.9,both,both
341,49.0,137,EXPENDITURE,153112.9,DEPOSIT,600.0,both,both
342,49.0,137,EXPENDITURE,153112.9,TRANSFER FROM ACCOUNT,162512.0,both,both
343,49.0,137,INCOME,164368.6,CHOICE,153112.9,both,both
344,49.0,137,INCOME,164368.6,DEPOSIT,600.0,both,both
345,49.0,137,INCOME,164368.6,TRANSFER FROM ACCOUNT,162512.0,both,both
346,50.0,385,EXPENDITURE,861284.2000000001,ACCOUNT TRANSFER,364905.0,both,both
347,50.0,385,EXPENDITURE,861284.2000000001,CHOICE,496379.2,both,both
348,50.0,385,EXPENDITURE,861284.2000000001,DEPOSIT,930841.0,both,both
349,50.0,385,INCOME,941096.1,ACCOUNT TRANSFER,364905.0,both,both
350,50.0,385,INCOME,941096.1,CHOICE,496379.2,both,both
351,50.0,385,INCOME,941096.1,DEPOSIT,930841.0,both,both
352,52.0,339,EXPENDITURE,228073.0,ACCOUNT TRANSFER,128860.0,both,both
353,52.0,339,EXPENDITURE,228073.0,CHOICE,99213.0,both,both
